gene,dis,rank,Ensembl
RP11-295D4.1,1.15E-07,4716,ENSG00000262712
C17orf62,1.15E-07,4717,ENSG00000178927
RP11-28G8.1,1.15E-07,4718,ENSG00000262833
PTPA,1.15E-07,4719,ENSG00000119383
B4GALT4,1.15E-07,4720,ENSG00000121578
BUB1B,1.15E-07,4721,ENSG00000156970
APELA,1.15E-07,4722,ENSG00000248329
MDN1,1.15E-07,4723,ENSG00000112159
RNU6-980P,1.15E-07,4724,ENSG00000252734
RP1-302G2.5,1.15E-07,4725,ENSG00000262179
OCLM,1.15E-07,4726,ENSG00000262180
RP11-573D15.9,1.15E-07,4727,ENSG00000263826
MRPL10,1.15E-07,4728,ENSG00000159111
RP11-351A11.1,1.15E-07,4729,ENSG00000253194
PDSS2,1.15E-07,4730,ENSG00000164494
XPO5,1.15E-07,4731,ENSG00000124571
BCAR4,1.15E-07,4732,ENSG00000262117
CTD-2311M21.3,1.15E-07,4733,ENSG00000261821
LPCAT1,1.15E-07,4734,ENSG00000153395
LRP4,1.15E-07,4735,ENSG00000134569
FOXP1,1.15E-07,4736,ENSG00000114861
C1orf210,1.15E-07,4737,ENSG00000253313
AKAP13,1.15E-07,4738,ENSG00000170776
MAD2L2,1.15E-07,4739,ENSG00000116670
KLF17,1.15E-07,4740,ENSG00000171872
C8orf88,1.15E-07,4741,ENSG00000253250
LINC01996,1.15E-07,4742,ENSG00000261863
TBCCD1,1.15E-07,4743,ENSG00000113838
LINC01606,1.15E-07,4744,ENSG00000253301
ZNF66,1.15E-07,4745,ENSG00000160229
RP11-333E1.1,1.15E-07,4746,ENSG00000261879
KDM7A,1.15E-07,4747,ENSG00000006459
RP11-282K24.3,1.15E-07,4748,ENSG00000253284
,1.15E-07,4749,ENSG00000260872
RP11-849H4.2,1.15E-07,4750,ENSG00000254469
CCDC71L,1.15E-07,4751,ENSG00000253276
TES,1.15E-07,4752,ENSG00000135269
STAM,1.15E-07,4753,ENSG00000136738
,1.15E-07,4754,ENSG00000252817
PCDHGA12,1.15E-07,4755,ENSG00000253159
PLEKHA5,1.15E-07,4756,ENSG00000052126
F11R,1.15E-07,4757,ENSG00000158769
LINC02141,1.15E-07,4758,ENSG00000261807
TUBB8P7,1.15E-07,4759,ENSG00000261812
CCNY,1.15E-07,4760,ENSG00000108100
ATAD5,1.15E-07,4761,ENSG00000176208
FBXO34,1.15E-07,4762,ENSG00000178974
SMG8,1.15E-07,4763,ENSG00000167447
LPCAT4,1.15E-07,4764,ENSG00000176454
RP11-103J17.2,1.15E-07,4765,ENSG00000261761
TUBGCP3,1.15E-07,4766,ENSG00000126216
ZNF281,1.15E-07,4767,ENSG00000162702
PCMTD2,1.15E-07,4768,ENSG00000203880
RP11-46D6.1,1.15E-07,4769,ENSG00000261512
RP11-74E22.3,1.15E-07,4770,ENSG00000262050
ARMC8,1.14E-07,4771,ENSG00000114098
ZNF598,1.14E-07,4772,ENSG00000167962
DESI1,1.14E-07,4773,ENSG00000100418
RP11-582J16.5,1.14E-07,4774,ENSG00000253200
TEN1-CDK3,1.14E-07,4775,ENSG00000261408
RP11-10A14.4,1.14E-07,4776,ENSG00000253426
,1.14E-07,4777,ENSG00000261705
NOB1,1.14E-07,4778,ENSG00000141101
SF3B2,1.14E-07,4779,ENSG00000087365
RP13-1032I1.7,1.14E-07,4780,ENSG00000262049
MMP25-AS1,1.14E-07,4781,ENSG00000261971
ARL6IP5,1.14E-07,4782,ENSG00000144746
MSN,1.14E-07,4783,ENSG00000147065
SOCS2,1.14E-07,4784,ENSG00000120833
SKIV2L,1.14E-07,4785,ENSG00000204351
AGTRAP,1.14E-07,4786,ENSG00000177674
RP11-448G15.3,1.14E-07,4787,ENSG00000261490
RP11-166B2.3,1.14E-07,4788,ENSG00000261560
MRPL55,1.14E-07,4789,ENSG00000162910
PPP1R3E,1.14E-07,4790,ENSG00000235194
RP11-304L19.11,1.14E-07,4791,ENSG00000261663
RP11-146F11.1,1.14E-07,4792,ENSG00000261840
TRIM37,1.14E-07,4793,ENSG00000108395
,1.14E-07,4794,ENSG00000261690
EIF3M,1.14E-07,4795,ENSG00000149100
SURF1,1.14E-07,4796,ENSG00000148290
RP11-110G21.2,1.14E-07,4797,ENSG00000253475
,1.14E-07,4798,ENSG00000253459
GCN1,1.14E-07,4799,ENSG00000089154
AZIN1-AS1,1.14E-07,4800,ENSG00000253320
ZNF234,1.14E-07,4801,ENSG00000263002
RP11-196G18.22,1.14E-07,4802,ENSG00000261716
FUT8,1.14E-07,4803,ENSG00000033170
THOC6,1.14E-07,4804,ENSG00000131652
LIAS,1.14E-07,4805,ENSG00000121897
TAF5,1.14E-07,4806,ENSG00000148835
RP11-10J21.4,1.14E-07,4807,ENSG00000253307
FBXL5,1.14E-07,4808,ENSG00000118564
BCAS2,1.14E-07,4809,ENSG00000116752
SF3A2,1.14E-07,4810,ENSG00000104897
RP11-252K23.2,1.14E-07,4811,ENSG00000261783
RP11-267M23.4,1.14E-07,4812,ENSG00000253704
RP11-758M4.4,1.14E-07,4813,ENSG00000253706
C15orf65,1.14E-07,4814,ENSG00000261652
PRSS51,1.14E-07,4815,ENSG00000253649
GALNT10,1.14E-07,4816,ENSG00000164574
TUFT1,1.14E-07,4817,ENSG00000143367
RP11-22C11.2,1.14E-07,4818,ENSG00000261437
CHCHD5,1.14E-07,4819,ENSG00000125611
RHPN2,1.14E-07,4820,ENSG00000131941
MRPL19,1.14E-07,4821,ENSG00000115364
INTS2,1.14E-07,4822,ENSG00000108506
POLR3H,1.14E-07,4823,ENSG00000100413
AC006277.2,1.14E-07,4824,ENSG00000253392
GADD45G,1.14E-07,4825,ENSG00000130222
FBXO22,1.14E-07,4826,ENSG00000167196
CA3-AS1,1.14E-07,4827,ENSG00000253549
RP11-199F11.2,1.14E-07,4828,ENSG00000262251
CTD-2501M5.1,1.14E-07,4829,ENSG00000253507
RP11-37C7.3,1.14E-07,4830,ENSG00000261136
ZNF333,1.14E-07,4831,ENSG00000160961
ALKBH1,1.14E-07,4832,ENSG00000100601
ZNF639,1.14E-07,4833,ENSG00000121864
SNRNP25,1.14E-07,4834,ENSG00000161981
SEPHS1,1.14E-07,4835,ENSG00000086475
CTD-2568A17.1,1.14E-07,4836,ENSG00000261341
COX7A2L,1.14E-07,4837,ENSG00000115944
MINCR,1.14E-07,4838,ENSG00000253716
RP11-156P1.3,1.14E-07,4839,ENSG00000262879
CASP9,1.14E-07,4840,ENSG00000132906
UBE2S,1.14E-07,4841,ENSG00000108106
ALPL,1.14E-07,4842,ENSG00000162551
RP11-35G22.1,1.14E-07,4843,ENSG00000253754
RP11-1007O24.3,1.14E-07,4844,ENSG00000261423
CTDP1,1.14E-07,4845,ENSG00000060069
MANEA-AS1,1.14E-07,4846,ENSG00000261366
PDXDC1,1.14E-07,4847,ENSG00000179889
CUL5,1.14E-07,4848,ENSG00000166266
MAP1LC3B,1.14E-07,4849,ENSG00000140941
CTD-2374C24.1,1.14E-07,4850,ENSG00000253584
AAAS,1.14E-07,4851,ENSG00000094914
RP11-32K4.1,1.14E-07,4852,ENSG00000253554
RP11-546K22.1,1.14E-07,4853,ENSG00000253844
RP11-626G11.1,1.13E-07,4854,ENSG00000261357
EIF5A2,1.13E-07,4855,ENSG00000163577
LA16c-358B7.3,1.13E-07,4856,ENSG00000261505
TLE3,1.13E-07,4857,ENSG00000140332
ADIPOR2,1.13E-07,4858,ENSG00000006831
MED13,1.13E-07,4859,ENSG00000108510
AC009120.4,1.13E-07,4860,ENSG00000261404
RP11-55L4.1,1.13E-07,4861,ENSG00000262296
ZFYVE9,1.13E-07,4862,ENSG00000157077
U2AF2,1.13E-07,4863,ENSG00000063244
LA16c-431H6.6,1.13E-07,4864,ENSG00000261732
STOM,1.13E-07,4865,ENSG00000148175
PLXDC1,1.13E-07,4866,ENSG00000161381
NCEH1,1.13E-07,4867,ENSG00000144959
RP11-529K1.2,1.13E-07,4868,ENSG00000261777
FBXO36,1.13E-07,4869,ENSG00000153832
MFSD11,1.13E-07,4870,ENSG00000092931
WAC-AS1,1.13E-07,4871,ENSG00000254635
CTD-3185P2.1,1.13E-07,4872,ENSG00000261351
GINS1,1.13E-07,4873,ENSG00000101003
,1.13E-07,4874,ENSG00000261266
AC137932.6,1.13E-07,4875,ENSG00000261253
SATB2,1.13E-07,4876,ENSG00000119042
PPDPF,1.13E-07,4877,ENSG00000125534
ING1,1.13E-07,4878,ENSG00000153487
IGBP1,1.13E-07,4879,ENSG00000089289
FEM1B,1.13E-07,4880,ENSG00000169018
CTD-2165H16.4,1.13E-07,4881,ENSG00000261360
POLR3E,1.13E-07,4882,ENSG00000058600
NAT10,1.13E-07,4883,ENSG00000135372
RP11-532F12.5,1.13E-07,4884,ENSG00000261183
CTA-445C9.14,1.13E-07,4885,ENSG00000261188
FER1L6-AS2,1.13E-07,4886,ENSG00000253868
RP11-159D12.2,1.13E-07,4887,ENSG00000264112
NUP50,1.13E-07,4888,ENSG00000093000
PPCS,1.13E-07,4889,ENSG00000127125
FNBP4,1.13E-07,4890,ENSG00000109920
LINC01030,1.13E-07,4891,ENSG00000253799
ARHGAP29,1.13E-07,4892,ENSG00000137962
RP11-650L12.2,1.13E-07,4893,ENSG00000261762
USP22,1.13E-07,4894,ENSG00000124422
TCF24,1.13E-07,4895,ENSG00000261787
RP11-410L14.2,1.13E-07,4896,ENSG00000253948
TTI1,1.13E-07,4897,ENSG00000101407
AC025442.3,1.13E-07,4898,ENSG00000253744
C8orf37-AS1,1.13E-07,4899,ENSG00000253773
TXNDC11,1.13E-07,4900,ENSG00000153066
MRPL48,1.13E-07,4901,ENSG00000175581
RP11-174G6.5,1.13E-07,4902,ENSG00000261324
RP11-819C21.1,1.13E-07,4903,ENSG00000261098
RP11-355O1.11,1.13E-07,4904,ENSG00000261094
,1.13E-07,4905,ENSG00000261372
TIMM17B,1.13E-07,4906,ENSG00000126768
RP11-629O1.2,1.13E-07,4907,ENSG00000261220
SMYD2,1.13E-07,4908,ENSG00000143499
TVP23B,1.13E-07,4909,ENSG00000171928
LINC01419,1.13E-07,4910,ENSG00000253898
GPR108,1.13E-07,4911,ENSG00000125734
GOLGB1,1.13E-07,4912,ENSG00000173230
CLPTM1L,1.13E-07,4913,ENSG00000049656
UPF3B,1.13E-07,4914,ENSG00000125351
TRAPPC12,1.13E-07,4915,ENSG00000171853
ATP2A1-AS1,1.13E-07,4916,ENSG00000260442
ESYT2,1.13E-07,4917,ENSG00000117868
RRAD,1.13E-07,4918,ENSG00000166592
ARRDC2,1.13E-07,4919,ENSG00000105643
CLDN23,1.13E-07,4920,ENSG00000253958
PDS5B,1.13E-07,4921,ENSG00000083642
EXOSC6,1.13E-07,4922,ENSG00000223496
IQCH-AS1,1.13E-07,4923,ENSG00000259673
TMEM186,1.13E-07,4924,ENSG00000184857
CSRNP2,1.13E-07,4925,ENSG00000110925
,1.13E-07,4926,ENSG00000260936
CTD-2336O2.1,1.13E-07,4927,ENSG00000253982
RGP1,1.13E-07,4928,ENSG00000107185
,1.13E-07,4929,ENSG00000260539
ZNF667,1.13E-07,4930,ENSG00000198046
ZNF532,1.13E-07,4931,ENSG00000074657
RP11-681L8.1,1.13E-07,4932,ENSG00000254044
MEPCE,1.13E-07,4933,ENSG00000146834
SPDL1,1.13E-07,4934,ENSG00000040275
MIGA2,1.13E-07,4935,ENSG00000148343
DDX23,1.13E-07,4936,ENSG00000174243
NPTX1,1.13E-07,4937,ENSG00000171246
RAB3IL1,1.13E-07,4938,ENSG00000167994
LINC01605,1.13E-07,4939,ENSG00000253161
RP11-33I11.2,1.13E-07,4940,ENSG00000254432
UROS,1.13E-07,4941,ENSG00000188690
MAP2K2,1.13E-07,4942,ENSG00000126934
TBC1D5,1.12E-07,4943,ENSG00000131374
HMBOX1,1.12E-07,4944,ENSG00000147421
LINC01355,1.12E-07,4945,ENSG00000261326
IGF2BP3,1.12E-07,4946,ENSG00000136231
RRNAD1,1.12E-07,4947,ENSG00000143303
LINC02055,1.12E-07,4948,ENSG00000254101
FAM71E1,1.12E-07,4949,ENSG00000142530
NF2,1.12E-07,4950,ENSG00000186575
GALT,1.12E-07,4951,ENSG00000213930
DNAJC10,1.12E-07,4952,ENSG00000077232
FLAD1,1.12E-07,4953,ENSG00000160688
NDRG2,1.12E-07,4954,ENSG00000165795
GABPA,1.12E-07,4955,ENSG00000154727
CCDC88A,1.12E-07,4956,ENSG00000115355
ENTPD6,1.12E-07,4957,ENSG00000197586
DHX34,1.12E-07,4958,ENSG00000134815
RP3-523K23.2,1.12E-07,4959,ENSG00000261116
TMF1,1.12E-07,4960,ENSG00000144747
RP3-512B11.3,1.12E-07,4961,ENSG00000261189
ADPGK-AS1,1.12E-07,4962,ENSG00000260898
ORMDL1,1.12E-07,4963,ENSG00000128699
PAX8-AS1,1.12E-07,4964,ENSG00000189223
CDK9,1.12E-07,4965,ENSG00000136807
RP11-380D11.2,1.12E-07,4966,ENSG00000260926
SLC30A5,1.12E-07,4967,ENSG00000145740
RP11-510J16.5,1.12E-07,4968,ENSG00000261235
TTC3,1.12E-07,4969,ENSG00000182670
LINC01572,1.12E-07,4970,ENSG00000261008
ATG9A,1.12E-07,4971,ENSG00000198925
RP11-278A23.2,1.12E-07,4972,ENSG00000260671
9-Sep,1.12E-07,4973,ENSG00000184640
SUV39H2,1.12E-07,4974,ENSG00000152455
,1.12E-07,4975,ENSG00000225485
CAPN10-AS1,1.12E-07,4976,ENSG00000260942
RBPMS-AS1,1.12E-07,4977,ENSG00000254109
POLI,1.12E-07,4978,ENSG00000101751
RP11-363E7.4,1.12E-07,4979,ENSG00000260912
SUMO3,1.12E-07,4980,ENSG00000184900
LCMT1,1.12E-07,4981,ENSG00000205629
CRY1,1.12E-07,4982,ENSG00000008405
ANKFY1,1.12E-07,4983,ENSG00000185722
MBD4,1.12E-07,4984,ENSG00000129071
RP11-334C17.5,1.12E-07,4985,ENSG00000262580
ANXA6,1.12E-07,4986,ENSG00000197043
LMO4,1.12E-07,4987,ENSG00000143013
LINC01160,1.12E-07,4988,ENSG00000231346
RP11-43A14.1,1.12E-07,4989,ENSG00000254207
ABCB10,1.12E-07,4990,ENSG00000135776
FIBP,1.12E-07,4991,ENSG00000172500
ZBTB2,1.12E-07,4992,ENSG00000181472
EXOSC1,1.12E-07,4993,ENSG00000171311
NDUFA9,1.12E-07,4994,ENSG00000139180
CCPG1,1.12E-07,4995,ENSG00000260916
CTD-2008P7.1,1.12E-07,4996,ENSG00000260777
,1.12E-07,4997,ENSG00000162290
ACAT1,1.12E-07,4998,ENSG00000075239
MRPS30,1.12E-07,4999,ENSG00000112996
CCNT2,1.12E-07,5000,ENSG00000082258
AB015752.3,1.12E-07,5001,ENSG00000254180
RBM14,1.12E-07,5002,ENSG00000239306
FANCM,1.12E-07,5003,ENSG00000187790
RP11-304L19.13,1.12E-07,5004,ENSG00000260778
LINC00824,1.12E-07,5005,ENSG00000254275
,1.12E-07,5006,ENSG00000254154
WDR3,1.12E-07,5007,ENSG00000065183
AC144836.1,1.12E-07,5008,ENSG00000262213
ZNF584,1.12E-07,5009,ENSG00000171574
B4GALT1,1.12E-07,5010,ENSG00000086062
RP11-522I20.3,1.12E-07,5011,ENSG00000254473
LINC00543,1.12E-07,5012,ENSG00000260704
RP11-347E10.1,1.12E-07,5013,ENSG00000254416
DYSF,1.12E-07,5014,ENSG00000135636
LZIC,1.12E-07,5015,ENSG00000162441
VCL,1.12E-07,5016,ENSG00000035403
,1.12E-07,5017,ENSG00000260814
RP11-352G18.2,1.12E-07,5018,ENSG00000260773
PKIA-AS1,1.12E-07,5019,ENSG00000254266
RP11-115J16.1,1.12E-07,5020,ENSG00000254235
BLM,1.12E-07,5021,ENSG00000197299
RP11-44F21.5,1.12E-07,5022,ENSG00000260265
RP11-360K13.1,1.12E-07,5023,ENSG00000254587
RP5-882C2.2,1.12E-07,5024,ENSG00000260793
FARS2,1.12E-07,5025,ENSG00000145982
CHMP4A,1.12E-07,5026,ENSG00000254505
,1.12E-07,5027,ENSG00000260349
RP11-23F23.2,1.12E-07,5028,ENSG00000254480
EMC2,1.12E-07,5029,ENSG00000104412
RP11-491F9.1,1.12E-07,5030,ENSG00000260614
STAM-AS1,1.12E-07,5031,ENSG00000260589
SLAIN2,1.12E-07,5032,ENSG00000109171
ZNF414,1.12E-07,5033,ENSG00000133250
RBM18,1.12E-07,5034,ENSG00000119446
RP11-252A24.3,1.12E-07,5035,ENSG00000261079
NAA38,1.12E-07,5036,ENSG00000183011
CITED2,1.11E-07,5037,ENSG00000164442
ERVK13-1,1.11E-07,5038,ENSG00000260565
,1.11E-07,5039,ENSG00000260833
RP11-384K6.6,1.11E-07,5040,ENSG00000260404
,1.11E-07,5041,ENSG00000260517
CEP63,1.11E-07,5042,ENSG00000182923
MPRIP,1.11E-07,5043,ENSG00000133030
CTD-2196E14.6,1.11E-07,5044,ENSG00000260751
PRPF8,1.11E-07,5045,ENSG00000174231
RBFADN,1.11E-07,5046,ENSG00000261126
RP11-264B17.2,1.11E-07,5047,ENSG00000260853
MIR2052HG,1.11E-07,5048,ENSG00000254349
TSTD1,1.11E-07,5049,ENSG00000215845
SNAI3-AS1,1.11E-07,5050,ENSG00000260630
AL136419.6,1.11E-07,5051,ENSG00000260669
AC137932.5,1.11E-07,5052,ENSG00000260279
RP11-368L12.1,1.11E-07,5053,ENSG00000260658
LINC02184,1.11E-07,5054,ENSG00000260854
RP11-77H9.2,1.11E-07,5055,ENSG00000260276
RP11-817O13.8,1.11E-07,5056,ENSG00000260274
RP11-23N2.4,1.11E-07,5057,ENSG00000260618
DYX1C1,1.11E-07,5058,ENSG00000256061
RAB3IP,1.11E-07,5059,ENSG00000127328
RP11-317J19.1,1.11E-07,5060,ENSG00000254733
RP11-347H15.4,1.11E-07,5061,ENSG00000254518
C16orf95,1.11E-07,5062,ENSG00000260456
RP5-1085F17.3,1.11E-07,5063,ENSG00000260257
APOOP5,1.11E-07,5064,ENSG00000260240
ECT2,1.11E-07,5065,ENSG00000114346
GPANK1,1.11E-07,5066,ENSG00000204438
MIR762HG,1.11E-07,5067,ENSG00000260083
PRMT7,1.11E-07,5068,ENSG00000132600
CTD-2323K18.1,1.11E-07,5069,ENSG00000260269
LCMT1-AS1,1.11E-07,5070,ENSG00000260448
,1.11E-07,5071,ENSG00000260336
,1.11E-07,5072,ENSG00000260342
RP11-264L1.4,1.11E-07,5073,ENSG00000260733
VPS72,1.11E-07,5074,ENSG00000163159
CTD-2007L18.5,1.11E-07,5075,ENSG00000260808
BBOX1-AS1,1.11E-07,5076,ENSG00000254560
RUBCN,1.11E-07,5077,ENSG00000145016
RP11-973H7.1,1.11E-07,5078,ENSG00000260302
MEX3A,1.11E-07,5079,ENSG00000254726
CCDC106,1.11E-07,5080,ENSG00000173581
LARGE2,1.11E-07,5081,ENSG00000165905
RP11-930P14.2,1.11E-07,5082,ENSG00000260588
SLC7A4,1.11E-07,5083,ENSG00000099960
CTD-2210P24.1,1.11E-07,5084,ENSG00000254519
CTD-2526A2.2,1.11E-07,5085,ENSG00000260369
UNG,1.11E-07,5086,ENSG00000076248
ZNF28,1.11E-07,5087,ENSG00000198538
FAM162B,1.11E-07,5088,ENSG00000183807
GABPB1-AS1,1.11E-07,5089,ENSG00000244879
RP11-264B17.4,1.11E-07,5090,ENSG00000260367
RP11-219B4.3,1.11E-07,5091,ENSG00000254208
RP11-361D15.2,1.11E-07,5092,ENSG00000259238
,1.11E-07,5093,ENSG00000261452
TAF12,1.11E-07,5094,ENSG00000120656
RP5-991G20.1,1.11E-07,5095,ENSG00000259768
AP003068.23,1.11E-07,5096,ENSG00000254614
EIF2B4,1.11E-07,5097,ENSG00000115211
RP11-499F3.2,1.11E-07,5098,ENSG00000259692
RP11-50B3.4,1.11E-07,5099,ENSG00000254694
RP11-680F20.10,1.11E-07,5100,ENSG00000260209
CTD-2270L9.4,1.11E-07,5101,ENSG00000260136
FAR1-IT1,1.11E-07,5102,ENSG00000254791
CTD-2288F12.1,1.11E-07,5103,ENSG00000260352
COTL1,1.11E-07,5104,ENSG00000103187
STT3A-AS1,1.11E-07,5105,ENSG00000254671
RP11-108K3.1,1.11E-07,5106,ENSG00000259240
PSMD3,1.11E-07,5107,ENSG00000108344
,1.11E-07,5108,ENSG00000254690
RP13-735L24.1,1.11E-07,5109,ENSG00000260423
SCAF4,1.11E-07,5110,ENSG00000156304
FAM168B,1.11E-07,5111,ENSG00000152102
ACSL3,1.11E-07,5112,ENSG00000123983
LEMD2,1.11E-07,5113,ENSG00000161904
RP11-708J19.1,1.11E-07,5114,ENSG00000260236
SSSCA1-AS1,1.11E-07,5115,ENSG00000260233
INAFM2,1.11E-07,5116,ENSG00000259330
COX10-AS1,1.11E-07,5117,ENSG00000236088
MTX2,1.11E-07,5118,ENSG00000128654
RFWD2,1.11E-07,5119,ENSG00000143207
STK17A,1.11E-07,5120,ENSG00000164543
RP11-187O7.3,1.11E-07,5121,ENSG00000259124
MAP3K2,1.11E-07,5122,ENSG00000169967
RP11-480A16.1,1.11E-07,5123,ENSG00000260261
CTD-2535I10.1,1.11E-07,5124,ENSG00000260289
RP11-867G23.10,1.11E-07,5125,ENSG00000254510
CTA-363E6.2,1.11E-07,5126,ENSG00000259925
CTA-481E9.4,1.11E-07,5127,ENSG00000259929
STEAP3,1.11E-07,5128,ENSG00000115107
PPME1,1.11E-07,5129,ENSG00000214517
AP000662.4,1.11E-07,5130,ENSG00000254602
SLC22A31,1.11E-07,5131,ENSG00000259803
UBR2,1.11E-07,5132,ENSG00000024048
IER5,1.11E-07,5133,ENSG00000162783
RP11-326C3.7,1.11E-07,5134,ENSG00000254910
,1.11E-07,5135,ENSG00000260482
GPATCH8,1.11E-07,5136,ENSG00000186566
RAD21,1.11E-07,5137,ENSG00000164754
NFKBIE,1.11E-07,5138,ENSG00000146232
RP11-30K9.5,1.11E-07,5139,ENSG00000259353
GEMIN4,1.11E-07,5140,ENSG00000179409
RP11-303E16.3,1.11E-07,5141,ENSG00000260213
CRTC3-AS1,1.10E-07,5142,ENSG00000259736
CREB3L2,1.10E-07,5143,ENSG00000182158
RP11-254F7.2,1.10E-07,5144,ENSG00000260077
AP000462.1,1.10E-07,5145,ENSG00000256315
CTD-2313J23.1,1.10E-07,5146,ENSG00000260072
RTEL1,1.10E-07,5147,ENSG00000258366
RP11-661A12.9,1.10E-07,5148,ENSG00000255050
RP11-526I2.1,1.10E-07,5149,ENSG00000259540
RP11-347C12.10,1.10E-07,5150,ENSG00000260219
,1.10E-07,5151,ENSG00000255103
RP13-46H24.1,1.10E-07,5152,ENSG00000254739
AP2B1,1.10E-07,5153,ENSG00000006125
AGPAT5,1.10E-07,5154,ENSG00000155189
RP3-467N11.1,1.10E-07,5155,ENSG00000260000
RP11-600F24.7,1.10E-07,5156,ENSG00000260285
PHLDA3,1.10E-07,5157,ENSG00000174307
TGFBR3L,1.10E-07,5158,ENSG00000260001
CTA-481E9.3,1.10E-07,5159,ENSG00000260242
FRMD6,1.10E-07,5160,ENSG00000139926
AC027601.1,1.10E-07,5161,ENSG00000260005
ALS2CR11,1.10E-07,5162,ENSG00000155754
,1.10E-07,5163,ENSG00000259024
CTC-471J1.2,1.10E-07,5164,ENSG00000260160
SPINT1,1.10E-07,5165,ENSG00000166145
AF131216.5,1.10E-07,5166,ENSG00000255020
ZNF273,1.10E-07,5167,ENSG00000198039
MED9,1.10E-07,5168,ENSG00000141026
RP11-299G20.2,1.10E-07,5169,ENSG00000259172
,1.10E-07,5170,ENSG00000260054
NRIP3,1.10E-07,5171,ENSG00000175352
RP11-15E18.1,1.10E-07,5172,ENSG00000259349
RP11-720L8.1,1.10E-07,5173,ENSG00000259434
NAA40,1.10E-07,5174,ENSG00000110583
USP3-AS1,1.10E-07,5175,ENSG00000259248
ADNP-AS1,1.10E-07,5176,ENSG00000259456
HMGN3,1.10E-07,5177,ENSG00000118418
RP11-624L4.1,1.10E-07,5178,ENSG00000259345
,1.10E-07,5179,ENSG00000259901
CTD-2314B22.1,1.10E-07,5180,ENSG00000258314
RP11-468E2.5,1.10E-07,5181,ENSG00000259321
RP11-588H23.3,1.10E-07,5182,ENSG00000258168
RP11-151N17.1,1.10E-07,5183,ENSG00000259659
RP4-773N10.4,1.10E-07,5184,ENSG00000258634
JHDM1D-AS1,1.10E-07,5185,ENSG00000260231
ARHGAP5-AS1,1.10E-07,5186,ENSG00000258655
HAUS5,1.10E-07,5187,ENSG00000249115
RP11-468E2.4,1.10E-07,5188,ENSG00000259529
HOXB7,1.10E-07,5189,ENSG00000260027
STX16-NPEPL1,1.10E-07,5190,ENSG00000254995
AP000442.1,1.10E-07,5191,ENSG00000255139
THUMPD3-AS1,1.10E-07,5192,ENSG00000206573
CTD-2058B24.2,1.10E-07,5193,ENSG00000259048
RP11-691N7.6,1.10E-07,5194,ENSG00000254732
LINC02166,1.10E-07,5195,ENSG00000260259
LINC01595,1.10E-07,5196,ENSG00000259108
LA16c-390E6.4,1.10E-07,5197,ENSG00000260051
A2ML1-AS1,1.10E-07,5198,ENSG00000256661
RP11-658F2.8,1.10E-07,5199,ENSG00000258297
CDC25A,1.10E-07,5200,ENSG00000164045
RP11-802F5.1,1.10E-07,5201,ENSG00000254885
RP11-69G7.1,1.10E-07,5202,ENSG00000259672
,1.10E-07,5203,ENSG00000255322
RP11-407N17.4,1.10E-07,5204,ENSG00000259083
H2AFY2,1.10E-07,5205,ENSG00000099284
SMCHD1,1.10E-07,5206,ENSG00000101596
AF131215.2,1.10E-07,5207,ENSG00000255310
PDDC1,1.10E-07,5208,ENSG00000177225
MAX,1.10E-07,5209,ENSG00000125952
LINC01108,1.10E-07,5210,ENSG00000226673
RP11-111A22.1,1.10E-07,5211,ENSG00000259536
MC1R,1.10E-07,5212,ENSG00000258839
RP11-655M14.12,1.10E-07,5213,ENSG00000255119
EIF5AL1,1.10E-07,5214,ENSG00000253626
RP11-89K11.1,1.10E-07,5215,ENSG00000259658
RP11-403B2.6,1.10E-07,5216,ENSG00000259383
RP11-736K20.5,1.10E-07,5217,ENSG00000255471
AP006621.5,1.10E-07,5218,ENSG00000255284
,1.10E-07,5219,ENSG00000255164
ZBTB11-AS1,1.10E-07,5220,ENSG00000256628
AC002306.1,1.10E-07,5221,ENSG00000259242
PWAR6,1.10E-07,5222,ENSG00000257151
TIMM21,1.10E-07,5223,ENSG00000075336
RP11-754B17.1,1.10E-07,5224,ENSG00000255158
SUN3,1.10E-07,5225,ENSG00000164744
TOLLIP-AS1,1.10E-07,5226,ENSG00000255153
RP11-785H5.2,1.10E-07,5227,ENSG00000256712
RP13-317D12.3,1.10E-07,5228,ENSG00000255237
ACOT8,1.10E-07,5229,ENSG00000101473
KIAA1147,1.10E-07,5230,ENSG00000257093
RP11-517O13.1,1.10E-07,5231,ENSG00000258378
TMEM209,1.10E-07,5232,ENSG00000146842
RP11-484D2.2,1.10E-07,5233,ENSG00000254907
RP11-407N17.5,1.10E-07,5234,ENSG00000258940
THOC1,1.10E-07,5235,ENSG00000079134
ITPK1,1.10E-07,5236,ENSG00000100605
JMJD8,1.10E-07,5237,ENSG00000161999
CTD-2147F2.1,1.10E-07,5238,ENSG00000259485
MIR9-3HG,1.10E-07,5239,ENSG00000255571
TIMM9,1.10E-07,5240,ENSG00000100575
RP11-620J15.3,1.10E-07,5241,ENSG00000257698
NUCKS1,1.10E-07,5242,ENSG00000069275
RP11-377D9.3,1.10E-07,5243,ENSG00000255621
RP11-727F15.9,1.10E-07,5244,ENSG00000256690
RP6-65G23.3,1.10E-07,5245,ENSG00000259153
TPRX2P,1.10E-07,5246,ENSG00000259009
RP11-864I4.1,1.10E-07,5247,ENSG00000255508
